Date,Close,Volume,Open,High,Low
10/22/2024,606.05,10203522,606.36,606.46,604.5
10/21/2024,603.84,6624396,603.28,603.88,602.72
10/20/2024,604.19,10357733,605.61,610.47,602.88
10/19/2024,605.43,13638929,605.08,609.86,603.29
10/18/2024,608.47,9920093,608.52,611.06,604.52
10/17/2024,604.76,5736180,603.66,606.74,601.07
10/16/2024,601.13,7489979,599.45,602.17,595.52
10/15/2024,601.21,9339833,601.91,605.78,600.34
10/14/2024,600.03,13022272,599.3,602.11,598.72
10/13/2024,600.83,10414875,599.66,603.51,598.14
10/12/2024,597.98,11167187,598.45,600.55,595.16
10/11/2024,598.49,11897120,598.31,603.25,597.3
10/10/2024,595.65,12795196,595.02,595.69,590.27
10/09/2024,595.25,8107863,596.93,599.29,592.36
10/08/2024,595.24,13642615,595.53,597.9,591.16
10/07/2024,592.68,14727670,594.19,595.66,589.45
10/06/2024,592.21,14937538,591.47,595.29,590.12
10/05/2024,590.91,9090061,591.63,595.83,586.35
10/04/2024,591.05,8615456,592.96,594.3,590.59
10/03/2024,593.88,12852363,594.4,597.36,592.72
10/02/2024,593.94,6108142,595.4,599.78,590.05
10/01/2024,594.33,13189928,595.2,596.97,589.99
09/30/2024,594.5,9747839,594.63,596.87,589.57
09/29/2024,596.53,7679022,596.73,599.1,594.03
09/28/2024,591.46,9833754,590.73,593.99,589.81
09/27/2024,595.31,7618697,596.8,599.17,594.3
09/26/2024,597.5,6151030,598.1,599.68,596.68
09/25/2024,595.53,9749066,596.36,596.8,595.17
09/24/2024,598.94,7645187,598.29,598.95,596.34
09/23/2024,600.27,8188856,601.58,602.35,600.05
09/22/2024,602.05,6421316,600.49,603.27,599.86
09/21/2024,600.08,14311928,598.76,600.78,597.45
09/20/2024,597.2,10173531,597.15,599.25,596.09
09/19/2024,594.56,10883944,594.08,595.54,590.04
09/18/2024,592.95,8944275,594.43,594.53,590.78
09/17/2024,592.37,6709066,592.89,594.31,592.13
09/16/2024,595.35,14722542,596.26,598.95,591.06
09/15/2024,597.09,9075556,597.35,601.68,593.32
09/14/2024,599.71,9340712,599.24,600.29,598.32
09/13/2024,598.01,11902239,596.98,600.12,592.84
09/12/2024,595.9,9580326,595.96,599.48,593.2
09/11/2024,598.12,10613903,600.17,600.98,596.65
09/10/2024,597.76,13560330,597.37,600.88,596.16
09/09/2024,598.68,7970088,598.95,601.58,594.86
09/08/2024,597.58,12307431,598.17,601.64,593.36
09/07/2024,597.12,10269017,595.6,598.34,591.27
09/06/2024,595.84,13452086,595.99,599.94,592.71
09/05/2024,600.08,9764714,600.79,603.36,595.45
09/04/2024,599.86,12886423,600.05,602.69,595.36
09/03/2024,600.39,6267352,602.42,604.55,596.44
09/02/2024,596.25,5204065,596.12,600.31,595.85
09/01/2024,601.63,6797887,599.98,602.78,597.69
08/31/2024,603.09,12481689,603.58,604.59,601.59
08/30/2024,602.99,5882110,600.62,605.24,599.86
08/29/2024,599.87,14101665,600.2,600.25,597.26
08/28/2024,597.87,8071934,596.91,600.3,594.66
08/27/2024,596.26,13105931,594.11,596.95,594.07
08/26/2024,596.68,8082632,595.51,598.18,593.02
08/25/2024,593.44,7462137,594.13,595.6,589.37
08/24/2024,595.66,8826476,597.4,597.67,595.21
08/23/2024,593.24,8110011,592.51,596.67,591.17
08/22/2024,591.37,7932720,591.16,592.48,590.59
08/21/2024,593.13,7052448,593.36,597.78,591.69
08/20/2024,593.84,13810013,595.32,597.7,593.36
08/19/2024,594.43,13251925,593.57,599.42,593.19
08/18/2024,594.82,13086668,594.28,596.68,589.75
08/17/2024,593.43,5126415,592.39,598.3,589.55
08/16/2024,592.88,8520345,591.98,596.52,590.19
08/15/2024,595.56,5858855,595.68,596.9,591.86
08/14/2024,591.58,11405565,590.82,594.18,586.03
08/13/2024,594.81,12826814,595.14,595.83,592.04
08/12/2024,593.89,14156235,593.92,597.72,591.8
08/11/2024,596.65,10054943,596.66,599.03,591.72
08/10/2024,596.87,8299731,596.7,599.65,593.66
08/09/2024,598.83,6695969,598.27,599.38,598.26
08/08/2024,598.86,6659311,597.91,601.99,593.06
08/07/2024,602.36,9070650,602.77,603.52,598.23
08/06/2024,601.74,12540231,603.6,606.86,597.62
08/05/2024,597.14,10832248,596.88,599.33,596.14
08/04/2024,597.26,11322948,597.97,602.25,595.44
08/03/2024,595.2,11904979,595.31,596.05,593.08
08/02/2024,597.6,10452420,598.15,602.23,593.69
08/01/2024,597.51,13449877,597.03,602.47,592.05
07/31/2024,596.78,10785763,594.96,601.7,591.18
07/30/2024,594.36,13552413,595.91,599.4,589.9
07/29/2024,593.51,12511075,594.54,598.81,592.53
07/28/2024,595.25,10216129,595.18,595.42,594.08
07/27/2024,595.68,14080390,595.67,598.95,591.23
07/26/2024,593.59,12593234,592.48,593.91,587.89
07/25/2024,594.29,7245412,593.54,596.25,592.93
07/24/2024,593.05,13584627,593.79,595.17,590.71
07/23/2024,591.57,8493497,590.29,592.31,589.94
07/22/2024,592.17,6731844,592.21,596.66,591.42
07/21/2024,589.94,12543942,591.87,592.45,589.44
07/20/2024,589.9,5791253,590.4,594.91,589.79
07/19/2024,586.53,14722872,586.4,590.43,586.31
07/18/2024,585.1,14209373,585.59,585.9,584.02
07/17/2024,583.75,6886853,583.3,586.3,578.57
07/16/2024,586.96,5690330,586.45,591.64,583.69
07/15/2024,584.67,5311093,583.9,586.17,583.13
07/14/2024,585.94,10816537,585.96,590.16,585.03
07/13/2024,590.45,5200103,590.46,594.36,587.64
07/12/2024,590.48,7475826,591.15,593.73,586.09
07/11/2024,590.68,12359391,591.46,591.77,587.91
07/10/2024,590.81,7032810,591.8,592.05,585.91
07/09/2024,587.14,9528682,586.12,587.57,584.6
07/08/2024,587.18,9837062,585.71,587.72,581.84
07/07/2024,586.2,7662941,585.16,590.89,583.5
07/06/2024,585.69,7195627,585.12,589.14,580.9
07/05/2024,584.68,7042097,582.8,588.56,582.67
07/04/2024,587.11,9681350,586.08,589.17,584.0
07/03/2024,585.38,6574982,585.51,588.84,581.63
07/02/2024,580.37,6846711,579.36,580.78,576.11
07/01/2024,580.44,8604765,580.16,584.81,578.87
06/30/2024,578.42,8816905,578.87,583.77,576.05
06/29/2024,580.22,10327309,579.58,584.55,577.88
06/28/2024,579.77,7467921,581.58,584.82,576.29
06/27/2024,575.72,8306180,577.01,581.22,575.56
06/26/2024,576.79,7744171,575.23,578.59,572.29
06/25/2024,578.93,12016306,579.64,582.33,575.41
06/24/2024,577.78,12036547,577.16,580.56,574.01
06/23/2024,575.82,11240057,576.72,580.97,575.15
06/22/2024,578.09,9164219,578.07,580.69,576.74
06/21/2024,580.42,6549907,579.08,584.84,576.14
06/20/2024,579.79,9004649,582.43,583.85,579.23
06/19/2024,579.48,8213018,579.11,582.05,576.71
06/18/2024,578.58,14428475,578.38,582.39,576.22
06/17/2024,581.29,9856868,580.46,585.18,579.81
06/16/2024,579.25,8070490,581.15,582.24,578.81
06/15/2024,579.08,6576884,578.37,581.26,576.86
06/14/2024,578.48,5881910,579.57,584.28,577.17
06/13/2024,579.63,14205438,579.63,582.18,579.09
06/12/2024,575.95,7415372,576.96,577.1,573.68
06/11/2024,576.21,8500314,576.66,579.2,571.48
06/10/2024,574.36,14367998,573.73,576.3,573.53
06/09/2024,575.7,12329047,575.09,576.13,574.82
06/08/2024,572.47,6438435,572.72,572.74,571.27
06/07/2024,574.14,7221135,573.46,576.0,568.88
06/06/2024,575.97,10991675,574.69,577.53,573.74
06/05/2024,576.37,5109787,576.34,577.75,571.88
06/04/2024,576.45,11039961,576.16,577.07,571.27
06/03/2024,577.67,7258532,575.46,581.52,575.3
06/02/2024,575.13,6540764,575.83,575.94,570.62
06/01/2024,577.93,13158124,578.44,583.36,575.75
05/31/2024,580.43,8688907,580.21,582.74,579.57
05/30/2024,579.88,10982485,579.74,582.12,578.69
05/29/2024,577.56,8568241,577.68,578.29,575.65
05/28/2024,579.44,7517694,579.12,580.55,574.51
05/27/2024,579.46,5774409,578.94,580.57,575.32
05/26/2024,578.25,11883992,577.78,580.35,573.92
05/25/2024,579.34,5638064,579.32,582.39,575.13
05/24/2024,584.98,13895538,584.35,587.55,584.03
05/23/2024,582.1,6803414,580.86,584.37,577.9
05/22/2024,580.5,8177104,580.37,581.78,576.09
05/21/2024,580.75,5682189,581.37,582.64,575.88
05/20/2024,581.66,11848117,581.73,581.77,577.18
05/19/2024,581.16,8844058,581.28,582.56,580.91
05/18/2024,581.84,13594387,582.47,585.17,577.8
05/17/2024,578.47,13636853,577.83,582.95,576.73
05/16/2024,577.7,7290795,576.7,579.35,575.75
05/15/2024,579.03,10694723,579.76,582.24,577.2
05/14/2024,581.7,14961277,580.74,584.39,577.72
05/13/2024,582.02,11379038,582.47,582.98,581.96
05/12/2024,578.21,12382524,579.4,584.15,574.51
05/11/2024,575.45,13195374,573.98,575.57,572.61
05/10/2024,575.97,9546914,576.59,578.43,572.35
05/09/2024,576.43,11945475,575.43,579.09,572.37
05/08/2024,572.82,5768506,572.91,575.34,571.99
05/07/2024,571.86,5971518,571.82,573.11,568.31
05/06/2024,571.09,11636454,571.68,574.05,569.81
05/05/2024,570.14,13411317,569.29,570.3,566.49
05/04/2024,569.76,11214241,570.4,572.37,568.79
05/03/2024,569.73,5796227,567.99,573.03,563.24
05/02/2024,573.23,12804870,573.48,574.58,571.62
05/01/2024,572.73,9302768,572.23,576.76,569.25
04/30/2024,578.38,11746202,579.02,580.36,575.51
04/29/2024,579.86,14857545,578.48,583.52,573.81
04/28/2024,578.66,11396302,578.81,580.15,576.04
04/27/2024,578.98,10409997,578.22,582.65,578.06
04/26/2024,581.56,14636749,580.45,584.2,577.8
04/25/2024,581.33,6155586,579.77,584.89,576.5
04/24/2024,579.02,11016253,578.23,580.46,576.82
04/23/2024,578.71,7538559,577.04,581.1,572.12
04/22/2024,578.99,11014569,578.5,582.99,575.76
04/21/2024,578.92,10894264,578.29,580.35,576.94
04/20/2024,579.32,9896964,579.31,581.88,575.65
04/19/2024,581.48,8156983,582.49,585.33,579.98
04/18/2024,581.74,8326486,581.89,583.38,579.4
04/17/2024,580.98,8793068,582.38,583.12,579.25
04/16/2024,580.42,14696098,579.45,583.03,576.36
04/15/2024,576.77,12948690,576.9,579.2,574.64
04/14/2024,572.91,9622795,572.84,576.8,571.76
04/13/2024,576.13,5344872,578.25,581.67,575.27
04/12/2024,578.84,6710043,579.13,582.46,577.34
04/11/2024,578.27,7952853,576.72,578.39,573.95
04/10/2024,577.41,7108072,575.95,580.39,573.99
04/09/2024,574.73,14002831,574.38,575.37,574.09
04/08/2024,574.7,7449142,573.69,576.37,572.09
04/07/2024,577.01,11793406,578.71,583.64,574.31
04/06/2024,574.31,5928793,573.25,575.51,569.77
04/05/2024,571.3,13778513,572.08,574.06,569.4
04/04/2024,568.67,8534430,569.8,573.23,566.27
04/03/2024,568.99,9900085,569.8,574.37,565.22
04/02/2024,566.81,5457479,566.86,567.33,565.82
04/01/2024,568.04,8341591,568.21,571.9,565.4
03/31/2024,564.85,10579432,564.49,567.59,559.85
03/30/2024,566.78,6156810,566.56,570.62,562.75
03/29/2024,569.34,11205420,570.62,572.37,568.46
03/28/2024,568.64,6662624,568.77,571.16,565.94
03/27/2024,567.58,14182345,567.36,569.11,563.64
03/26/2024,567.06,11519090,567.23,569.55,564.31
03/25/2024,567.93,13260339,566.42,569.49,561.47
03/24/2024,567.72,5398208,568.25,568.36,564.43
03/23/2024,567.71,10165523,567.18,571.33,563.64
03/22/2024,565.0,8109566,566.4,571.03,560.22
03/21/2024,565.24,14980820,564.41,568.33,563.64
03/20/2024,565.94,5786349,564.49,568.34,560.98
03/19/2024,567.64,10722122,567.24,567.95,565.05
03/18/2024,567.98,5272545,566.99,568.9,562.62
03/17/2024,568.66,10292238,571.04,573.65,567.56
03/16/2024,567.13,9680169,567.31,571.45,566.13
03/15/2024,565.89,12265214,565.77,569.2,564.78
03/14/2024,565.36,13830918,565.66,567.21,563.73
03/13/2024,566.58,9223385,565.36,567.91,562.74
03/12/2024,566.64,9255130,566.56,567.36,564.28
03/11/2024,567.25,7800376,569.28,570.82,566.07
03/10/2024,565.39,13035601,566.4,567.84,562.84
03/09/2024,564.36,5177670,564.72,565.8,564.1
03/08/2024,568.06,7351540,567.4,572.59,565.22
03/07/2024,567.31,9323670,566.88,570.71,563.95
03/06/2024,568.58,12231944,569.84,570.55,566.2
03/05/2024,570.57,12252030,570.22,573.11,565.35
03/04/2024,571.95,7069436,571.52,576.76,570.16
03/03/2024,573.93,9575796,573.76,574.09,573.21
03/02/2024,575.14,12451067,574.25,578.9,571.87
03/01/2024,572.3,13164786,573.35,576.56,567.66
02/29/2024,572.67,8452746,573.17,576.29,570.04
02/28/2024,572.78,6080602,573.98,577.54,569.77
02/27/2024,572.57,14879852,572.05,573.55,571.27
02/26/2024,576.72,8863150,576.3,580.17,572.56
02/25/2024,574.87,14305732,573.57,576.74,571.22
02/24/2024,573.24,6823921,574.48,575.16,571.89
02/23/2024,573.56,5054822,572.63,575.12,568.53
02/22/2024,574.34,10974612,574.52,575.21,572.57
02/21/2024,572.22,9446558,571.66,575.81,570.89
02/20/2024,573.07,7626366,572.55,576.16,569.84
02/19/2024,573.72,8164191,573.66,574.25,569.81
02/18/2024,570.38,12006032,571.15,572.68,567.89
02/17/2024,569.16,9371322,570.5,572.03,568.61
02/16/2024,569.56,7129148,571.89,574.67,568.95
02/15/2024,568.74,14376909,567.95,569.72,565.11
02/14/2024,570.13,11909194,570.71,571.42,569.72
02/13/2024,568.16,7167434,567.14,568.33,565.43
02/12/2024,567.38,10479817,569.26,573.44,562.8
02/11/2024,568.12,7811718,568.62,573.09,563.84
02/10/2024,564.93,10283017,564.99,566.19,564.85
02/09/2024,563.91,7200382,561.73,565.9,561.61
02/08/2024,565.56,13322526,564.52,570.12,561.73
02/07/2024,567.2,14300683,566.03,568.84,562.46
02/06/2024,567.74,14629771,568.07,569.41,564.85
02/05/2024,567.51,10033224,568.8,569.0,567.16
02/04/2024,567.45,9037577,567.65,567.77,565.04
02/03/2024,563.98,11663993,564.08,566.76,561.61
02/02/2024,565.0,14435971,564.89,566.4,563.8
02/01/2024,563.49,14939998,562.17,568.48,560.53
01/31/2024,566.83,13855582,567.2,570.29,565.85
01/30/2024,570.17,9579144,570.36,570.45,568.44
01/29/2024,569.29,13255670,567.59,572.15,566.11
01/28/2024,568.11,7426250,568.65,572.51,563.59
01/27/2024,569.33,6960924,570.1,571.64,566.55
01/26/2024,571.25,8524724,571.39,573.19,568.37
01/25/2024,569.33,9027440,570.24,570.65,565.43
01/24/2024,570.0,14702284,570.41,573.78,568.3
01/23/2024,570.95,13030302,571.7,572.64,568.54
01/22/2024,572.5,8216611,572.64,576.93,572.24
01/21/2024,574.04,10305716,574.29,577.35,573.09
01/20/2024,576.13,12419266,574.79,577.18,574.03
01/19/2024,578.9,13797788,580.46,582.21,576.05
01/18/2024,576.36,11604725,576.69,579.8,574.06
01/17/2024,575.67,10184431,576.04,578.83,574.53
01/16/2024,573.29,12735880,572.28,575.67,569.49
01/15/2024,573.38,5069790,572.93,576.9,571.74
01/14/2024,575.69,13409476,575.98,576.91,572.72
01/13/2024,577.38,8937382,577.21,579.33,572.71
01/12/2024,573.91,14277000,574.94,579.16,569.57
01/11/2024,572.9,5277625,574.45,578.15,569.06
01/10/2024,571.92,7454839,570.71,574.82,566.95
01/09/2024,574.33,11955605,574.05,576.98,574.03
01/08/2024,571.82,8444428,572.19,577.0,567.1
01/07/2024,574.08,12556619,573.08,577.68,571.66
01/06/2024,571.87,14151032,571.39,575.45,570.02
01/05/2024,571.89,8066493,572.36,572.68,570.99
01/04/2024,568.49,6389106,570.81,572.33,565.36
01/03/2024,567.55,8140816,566.34,572.1,564.42
01/02/2024,567.55,7592275,567.22,568.01,563.19
01/01/2024,569.34,7289071,569.71,572.46,568.86
12/31/2023,567.3,13093670,568.28,570.98,563.82
12/30/2023,568.95,12971935,569.39,572.6,564.74
12/29/2023,569.96,8379868,571.19,575.51,568.86
12/28/2023,570.25,6913037,569.79,574.69,569.05
12/27/2023,568.93,5594284,567.32,568.93,562.54
12/26/2023,569.79,8140470,567.11,572.76,562.49
12/25/2023,569.2,10992159,568.93,573.66,567.81
12/24/2023,567.75,6333057,567.29,569.05,565.41
12/23/2023,568.36,8572348,568.03,573.3,563.53
12/22/2023,568.38,8072115,568.23,570.45,566.73
12/21/2023,569.05,14930130,568.99,569.86,564.65
12/20/2023,567.71,14914758,567.76,571.98,565.84
12/19/2023,569.1,12025928,567.15,570.05,563.92
12/18/2023,571.41,8774212,572.07,573.16,568.85
12/17/2023,571.66,10976740,569.78,573.1,565.63
12/16/2023,570.32,13206232,569.93,573.59,568.39
12/15/2023,570.99,13502963,572.52,575.6,566.16
12/14/2023,571.91,14609792,571.03,573.11,567.69
12/13/2023,569.5,14311564,570.74,573.94,565.92
12/12/2023,569.57,14279369,569.53,571.96,565.13
12/11/2023,566.38,13189847,566.36,568.2,562.96
12/10/2023,566.02,8795215,565.13,570.32,564.41
12/09/2023,563.95,10369823,565.37,569.18,559.6
12/08/2023,567.23,11005653,565.34,569.35,565.2
12/07/2023,565.05,14453215,564.35,567.25,561.89
12/06/2023,567.62,7957666,567.25,569.76,562.68
12/05/2023,567.59,14817616,568.87,569.76,566.23
12/04/2023,563.42,5775469,563.34,565.72,562.07
12/03/2023,564.72,10717146,563.76,566.35,559.13
12/02/2023,563.06,9225899,562.21,563.99,558.95
12/01/2023,564.8,9691035,566.25,571.22,561.33
11/30/2023,565.23,10759811,565.49,568.59,564.7
11/29/2023,565.51,14673072,565.42,569.98,561.1
11/28/2023,565.52,7077930,566.21,568.3,563.74
11/27/2023,566.82,14448754,567.41,571.29,566.06
11/26/2023,565.31,12482461,564.22,567.9,562.15
11/25/2023,562.24,12427881,562.4,563.59,558.98
11/24/2023,563.95,9262949,563.67,566.85,559.92
11/23/2023,562.87,5036613,564.1,568.74,561.28
11/22/2023,560.41,10161727,560.07,563.1,555.28
11/21/2023,560.88,9800005,561.67,562.54,559.08
11/20/2023,557.27,7725717,558.44,562.49,554.51
11/19/2023,557.3,13123977,557.8,561.93,554.59
11/18/2023,555.83,13373429,553.98,560.46,551.62
11/17/2023,554.26,10619277,552.81,555.23,550.98
11/16/2023,554.66,5874901,554.91,555.14,554.22
11/15/2023,554.2,8347616,553.4,554.62,549.1
11/14/2023,553.9,11280369,553.73,556.41,552.81
11/13/2023,553.19,13442055,555.82,559.19,552.45
11/12/2023,556.88,13545648,555.94,560.0,554.75
11/11/2023,557.19,9988200,556.96,561.51,551.96
11/10/2023,555.49,8643004,556.71,561.56,553.51
11/09/2023,556.2,6132950,555.83,556.53,554.06
11/08/2023,555.23,13847292,556.75,557.31,551.97
11/07/2023,551.29,14699033,552.16,556.27,550.32
11/06/2023,551.57,5137782,550.86,554.85,548.15
11/05/2023,552.88,13452605,552.73,556.56,548.49
11/04/2023,555.76,10464791,556.69,560.19,552.69
11/03/2023,558.31,7936518,557.4,560.93,554.98
11/02/2023,559.35,7952452,560.09,562.63,558.63
11/01/2023,558.83,7101674,558.39,561.83,554.85
10/31/2023,558.7,13950295,559.12,563.76,558.01
10/30/2023,562.92,11490411,563.8,566.06,559.79
10/29/2023,565.27,6383105,564.28,565.38,563.24
10/28/2023,566.89,11458617,566.61,568.16,564.64
10/27/2023,566.09,6424074,565.05,568.47,563.12
10/26/2023,563.1,7602686,562.77,567.34,559.72
10/25/2023,566.18,12309055,565.19,570.17,560.9
10/24/2023,568.57,9197915,570.2,572.04,568.16
10/23/2023,565.25,10741371,565.04,567.37,560.75
10/22/2023,563.24,9535944,562.36,565.6,561.4
10/21/2023,564.1,13359742,566.61,567.65,562.34
10/20/2023,564.5,5552136,563.62,564.57,561.13
10/19/2023,562.35,9093447,562.01,562.94,559.32
10/18/2023,562.28,8451038,562.71,564.56,557.73
10/17/2023,561.34,10851186,559.75,565.24,555.71
10/16/2023,561.7,14727278,563.19,567.38,557.42
10/15/2023,561.73,11076932,559.51,563.63,557.1
10/14/2023,565.64,6973020,565.69,567.35,562.37
10/13/2023,570.05,13590345,570.63,574.36,567.1
10/12/2023,569.72,12326175,569.97,570.61,568.67
10/11/2023,568.09,14413215,567.84,568.6,565.37
10/10/2023,566.52,6081601,567.04,570.81,563.57
10/09/2023,568.21,13830440,567.44,571.73,566.13
10/08/2023,568.64,13661446,569.37,571.07,566.51
10/07/2023,569.66,10569572,570.17,572.77,565.56
10/06/2023,568.94,13121552,568.11,570.31,566.12
10/05/2023,568.37,7773676,569.76,573.62,567.65
10/04/2023,572.98,13887556,573.75,573.9,570.2
10/03/2023,573.05,10787707,572.83,577.7,571.68
10/02/2023,572.91,12914880,574.91,575.62,567.94
10/01/2023,572.52,9186333,573.85,575.05,571.03
09/30/2023,571.39,9723298,571.55,573.98,569.62
09/29/2023,569.83,10144154,571.59,574.5,568.32
09/28/2023,568.25,7726827,566.98,572.33,564.44
09/27/2023,568.76,13738664,570.06,570.31,565.53
09/26/2023,569.31,12442297,567.76,573.74,567.45
09/25/2023,565.02,6973800,564.61,566.81,563.77
09/24/2023,566.43,11855448,567.55,570.86,564.15
09/23/2023,569.96,13650511,570.26,571.28,566.73
09/22/2023,569.52,9059177,568.94,572.44,565.79
09/21/2023,573.22,7382745,574.35,579.26,568.3
09/20/2023,571.86,12184183,572.6,576.45,571.6
09/19/2023,572.89,12467687,572.02,573.5,571.94
09/18/2023,570.25,11643225,571.31,575.67,567.75
09/17/2023,571.69,10319685,572.9,574.84,567.58
09/16/2023,568.83,8896349,569.17,573.83,567.0
09/15/2023,569.15,7670170,569.28,572.57,564.57
09/14/2023,566.68,10094385,568.76,569.53,563.4
09/13/2023,565.59,13724111,564.53,566.36,559.76
09/12/2023,563.33,13820998,564.37,566.85,560.56
09/11/2023,562.36,11657776,562.3,564.75,558.34
09/10/2023,563.31,6682378,561.66,564.28,559.59
09/09/2023,559.97,14552914,560.0,561.62,556.33
09/08/2023,562.7,11870866,563.24,564.71,562.6
09/07/2023,563.79,8806725,564.16,567.88,560.04
09/06/2023,564.43,8379286,563.93,568.16,563.82
09/05/2023,566.48,12058144,567.84,569.95,565.11
09/04/2023,567.11,6205572,565.51,570.29,563.87
09/03/2023,567.79,11168580,568.39,570.98,565.24
09/02/2023,568.44,12243617,568.73,571.8,566.43
09/01/2023,567.62,5263235,567.97,571.25,564.84
